,ID,Lat,Lng,RelAlt
0,74,49.262354626943875,-123.24995684591414,0.07999999821186066
1,74,49.26235529124828,-123.24995825078366,0.07999999821186066
2,74,49.262311679587235,-123.24991455499307,0.07999999821186066
3,75,49.262352320678595,-123.24994966708222,0.09999999403953552
4,75,49.262307911373114,-123.24991125486545,0.09999999403953552
5,76,49.262309572318394,-123.24990547753087,0.10999999940395355
6,77,49.26230956788528,-123.24990319828834,0.12999999523162842
7,78,49.262356124670035,-123.24993613188349,0.14000000059604645
8,78,49.26235686022839,-123.24993727488666,0.14000000059604645
9,78,49.262307883832385,-123.24990253448779,0.14000000059604645
10,79,49.2623593469811,-123.24993194961135,0.1599999964237213
11,79,49.26236014851506,-123.24993307176322,0.1599999964237213
12,79,49.262308689344444,-123.2499009792231,0.1599999964237213
13,80,49.262358766590346,-123.24992964596885,0.17999999225139618
14,80,49.26235953150448,-123.24993066934493,0.17999999225139618
15,80,49.262307885477775,-123.24989933220108,0.17999999225139618
16,81,49.26235897157202,-123.2499283585944,0.19999998807907104
17,81,49.26235972922936,-123.24992937108019,0.19999998807907104
18,81,49.262308063232744,-123.24989810995048,0.19999998807907104
19,82,49.26235891626788,-123.24992825321122,0.22999998927116394
20,82,49.26235970109269,-123.24992931475211,0.22999998927116394
21,82,49.26230848831172,-123.2498972034013,0.22999998927116394
22,83,49.26235868633591,-123.24993015573973,0.26999998092651367
23,83,49.26235944605803,-123.2499312289569,0.26999998092651367
24,83,49.262309037878545,-123.24989740759074,0.26999998092651367
25,84,49.262357225196034,-123.24993090662943,0.29999998211860657
26,84,49.26235794587367,-123.2499320365231,0.29999998211860657
27,84,49.26230858111586,-123.24989718915353,0.29999998211860657
28,85,49.26235715540403,-123.24993368666514,0.3199999928474426
29,85,49.26235795272151,-123.24993493038839,0.3199999928474426
30,85,49.262309185813585,-123.24989831842109,0.3199999928474426
31,86,49.26235318322883,-123.24994012301514,0.3499999940395355
32,86,49.26230821581881,-123.24990176444244,0.3499999940395355
33,86,49.26222439423034,-123.24997160080368,0.3499999940395355
34,87,49.262209562930686,-123.24994037612129,0.3700000047683716
35,87,49.262209649533055,-123.24994102487459,0.3700000047683716
36,87,49.26222113380826,-123.24996966224357,0.3700000047683716
37,87,49.26222754513282,-123.24999717360296,0.3700000047683716
38,88,49.262208712471434,-123.24993772256802,0.38999998569488525
39,88,49.26220879054312,-123.24993836725427,0.38999998569488525
40,88,49.262219864884585,-123.24996746563934,0.38999998569488525
41,88,49.26222577664525,-123.24999511404029,0.38999998569488525
42,89,49.26220563126157,-123.24994141659135,0.41999998688697815
43,89,49.26220569082399,-123.24994208494282,0.41999998688697815
44,89,49.262216563867376,-123.24997122863168,0.41999998688697815
45,89,49.26222206805154,-123.2499992137611,0.41999998688697815
46,89,49.26220003044684,-123.24998231947599,0.41999998688697815
47,90,49.26220382144906,-123.24994133360848,0.4399999976158142
48,90,49.262203894726966,-123.24994198900163,0.4399999976158142
49,90,49.26221468040265,-123.2499711818528,0.4399999976158142
50,90,49.26222002129415,-123.24999907986391,0.4399999976158142
51,90,49.262197517141,-123.24998203198693,0.4399999976158142
52,91,49.26220513247638,-123.24994499398746,0.4599999785423279
53,91,49.262205073748724,-123.2499443383113,0.4599999785423279
54,91,49.26221622971849,-123.24997382541883,0.4599999785423279
55,91,49.26222197072821,-123.25000182701596,0.4599999785423279
56,91,49.26219903556922,-123.24998583396288,0.4599999785423279
57,92,49.26220498753591,-123.24994512725635,0.4699999988079071
58,92,49.26220490745879,-123.24994444364404,0.4699999988079071
59,92,49.26221613655872,-123.24997387821337,0.4699999988079071
60,92,49.26222185506954,-123.25000179287188,0.4699999988079071
61,92,49.26219858805051,-123.24998581742746,0.4699999988079071
62,93,49.26220507567979,-123.24994392473047,0.47999998927116394
63,93,49.26220515766605,-123.24994456508449,0.47999998927116394
64,93,49.26221640424203,-123.24997328215349,0.47999998927116394
65,93,49.26222224539276,-123.25000117210142,0.47999998927116394
66,93,49.262199007379515,-123.24998517461404,0.47999998927116394
67,94,49.26221518639001,-123.24997080925064,0.5
68,94,49.26220399210182,-123.24994115378345,0.5
69,94,49.262204067694924,-123.24994181249977,0.5
70,94,49.26222077340502,-123.24999877162799,0.5
71,94,49.26219010820089,-123.24995124558245,0.5
72,94,49.26219742216335,-123.2499829841577,0.5
73,95,49.26220357492799,-123.24994159420174,0.5099999904632568
74,95,49.26220365674277,-123.24994224894185,0.5099999904632568
75,95,49.262214785761806,-123.24997123050167,0.5099999904632568
76,95,49.262220318504696,-123.2499992593953,0.5099999904632568
77,95,49.262189711660525,-123.24995181569193,0.5099999904632568
78,95,49.26219693733323,-123.24998369076627,0.5099999904632568
79,96,49.262203394226304,-123.24994223127065,0.5299999713897705
80,96,49.262203278621236,-123.2499416022597,0.5299999713897705
81,96,49.262214632906996,-123.24997110312243,0.5299999713897705
82,96,49.26222026610731,-123.24999898413448,0.5299999713897705
83,96,49.262189046814825,-123.24995188872099,0.5299999713897705
84,96,49.2621965343875,-123.24998354700288,0.5299999713897705
85,97,49.262203505063134,-123.2499424087075,0.5399999618530273
86,97,49.26220359245098,-123.24994302521337,0.5399999618530273
87,97,49.262214911021466,-123.24997185874965,0.5399999618530273
88,97,49.262220651299145,-123.24999979212323,0.5399999618530273
89,97,49.26218964265708,-123.24995286015007,0.5399999618530273
90,97,49.26219727709325,-123.24998452767181,0.5399999618530273
91,98,49.262203998898606,-123.24994422916451,0.550000011920929
92,98,49.2622038929897,-123.24994357003042,0.550000011920929
93,98,49.26221555921106,-123.24997278431448,0.550000011920929
94,98,49.262221616713106,-123.25000053125245,0.550000011920929
95,98,49.26219785515889,-123.24998579666929,0.550000011920929
96,99,49.2622151016988,-123.24997267862827,0.5699999928474426
97,99,49.26220343429151,-123.24994413308445,0.5699999928474426
98,99,49.26220332403457,-123.24994347184683,0.5699999928474426
99,99,49.26222114765012,-123.25000028094453,0.5699999928474426
100,99,49.262197144733115,-123.24998565893577,0.5699999928474426
101,100,49.2622151153005,-123.24997310490247,0.5699999928474426
102,100,49.262203404527156,-123.24994459051811,0.5699999928474426
103,100,49.26220327497027,-123.24994394665804,0.5699999928474426
104,100,49.26219713596742,-123.24998667134886,0.5699999928474426
105,101,49.26221528925203,-123.24997375915744,0.5799999833106995
106,101,49.26220346877317,-123.24994535489077,0.5799999833106995
107,101,49.26220335774023,-123.24994473296863,0.5799999833106995
108,101,49.262221443514505,-123.25000134410821,0.5799999833106995
109,101,49.26219741526291,-123.24998730277275,0.5799999833106995
110,102,49.2622153197037,-123.24997409062624,0.5899999737739563
111,102,49.26220342265165,-123.2499457146903,0.5899999737739563
112,102,49.26220331265203,-123.24994505942296,0.5899999737739563
113,102,49.26222152872876,-123.25000163551181,0.5899999737739563
114,102,49.26219738443282,-123.24998761558906,0.5899999737739563
115,103,49.26221527166717,-123.24997455290426,0.5899999737739563
116,103,49.26222154240332,-123.25000208720265,0.5899999737739563
117,103,49.26220330001607,-123.24994629320148,0.5899999737739563
118,103,49.26220318429574,-123.24994567448844,0.5899999737739563
119,103,49.26219741787886,-123.24998841327495,0.5899999737739563
120,104,49.26221532365036,-123.24997481091778,0.5899999737739563
121,104,49.262221694096716,-123.2500022441445,0.5899999737739563
122,104,49.262203294829455,-123.24994657758475,0.5899999737739563
123,104,49.262203160857325,-123.24994592840706,0.5899999737739563
124,104,49.26219760510602,-123.24998849243885,0.5899999737739563
125,105,49.26221517602615,-123.24997465034384,0.5999999642372131
126,105,49.26222158158016,-123.25000210539795,0.5999999642372131
127,105,49.26220312858504,-123.24994644516299,0.5999999642372131
128,105,49.262203002447585,-123.24994580834542,0.5999999642372131
129,105,49.262197504102986,-123.24998850131234,0.5999999642372131
130,106,49.2622151799626,-123.24997471328004,0.6100000143051147
131,106,49.262203020483334,-123.2499466226606,0.6100000143051147
132,106,49.26220288530029,-123.24994603169984,0.6100000143051147
133,106,49.262221689054044,-123.25000210031696,0.6100000143051147
134,106,49.262197486622235,-123.24998873580665,0.6100000143051147
135,107,49.26221520546169,-123.24997453786128,0.6100000143051147
136,107,49.26220294680887,-123.2499465342647,0.6100000143051147
137,107,49.262202828451166,-123.249945876997,0.6100000143051147
138,107,49.262221767350006,-123.25000188822413,0.6100000143051147
139,107,49.26218877593625,-123.24995743248971,0.6100000143051147
140,107,49.262197418660506,-123.24998854153364,0.6100000143051147
141,108,49.26221522507328,-123.24997426018213,0.5999999642372131
142,108,49.262202950014405,-123.24994625354262,0.5999999642372131
143,108,49.262202816749486,-123.24994566716187,0.5999999642372131
144,108,49.26222183940933,-123.25000157360384,0.5999999642372131
145,108,49.262197558744155,-123.24998833951823,0.5999999642372131
146,109,49.26221526520099,-123.24997386739963,0.5799999833106995
147,109,49.2622029297169,-123.24994594050816,0.5799999833106995
148,109,49.26220282346721,-123.24994527923425,0.5799999833106995
149,109,49.2622219468364,-123.25000120549026,0.5799999833106995
150,109,49.262197660028676,-123.24998813951865,0.5799999833106995
151,110,49.26221542180411,-123.24997366065087,0.5600000023841858
152,110,49.26220304193982,-123.24994579954007,0.5600000023841858
153,110,49.26220292638774,-123.24994516841173,0.5600000023841858
154,110,49.26222216962865,-123.25000098771424,0.5600000023841858
155,110,49.262197945413256,-123.2499882128958,0.5600000023841858
156,111,49.26221553573306,-123.24997334678356,0.550000011920929
157,111,49.26220305656165,-123.2499455403033,0.550000011920929
158,111,49.26222235242714,-123.25000058930416,0.550000011920929
159,111,49.26219795109178,-123.24998771876001,0.550000011920929
160,112,49.262215821638044,-123.24997401642491,0.5399999618530273
161,112,49.26220327378998,-123.24994632115074,0.5399999618530273
162,112,49.26220316541218,-123.24994570794836,0.5399999618530273
163,112,49.26222264090245,-123.25000132704587,0.5399999618530273
164,112,49.262197854927656,-123.24998861503772,0.5399999618530273
165,113,49.26221601873124,-123.24997467076653,0.5399999618530273
166,113,49.26220347395703,-123.24994629403353,0.5399999618530273
167,113,49.26220358118643,-123.24994690994313,0.5399999618530273
168,113,49.26222271236585,-123.2500020869465,0.5399999618530273
169,113,49.26219798195532,-123.24998891345048,0.5399999618530273
170,114,49.26220449704212,-123.24994503086656,0.5399999618530273
171,114,49.26220461422794,-123.24994567686733,0.5399999618530273
172,114,49.26221694553837,-123.24997350544608,0.5399999618530273
